,country_region_code,country_region,sub_region_1,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
36037,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-15,-54.0,-26.0,-31.0,-69.0,-49.0,22.0
36038,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-16,-54.0,-22.0,13.0,-64.0,-25.0,14.0
36039,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-17,-53.0,-27.0,0.0,-66.0,-27.0,12.0
36040,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-18,-53.0,-25.0,-21.0,-69.0,-50.0,20.0
36041,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-19,-52.0,-22.0,-27.0,-68.0,-50.0,20.0
36042,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-20,-51.0,-24.0,-33.0,-69.0,-49.0,21.0
36043,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-21,-50.0,-19.0,-20.0,-67.0,-49.0,21.0
36044,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-22,-51.0,-22.0,-30.0,-68.0,-48.0,22.0
36045,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-23,-50.0,-17.0,-4.0,-63.0,-23.0,13.0
36046,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-24,-51.0,-24.0,-1.0,-66.0,-26.0,12.0
36047,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-25,-50.0,-21.0,-10.0,-68.0,-48.0,19.0
36048,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-26,-58.0,-33.0,-35.0,-70.0,-50.0,21.0
36049,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-27,-49.0,-19.0,-19.0,-67.0,-48.0,20.0
36050,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-28,-50.0,-20.0,-32.0,-68.0,-48.0,21.0
36051,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-29,-49.0,-21.0,-32.0,-68.0,-47.0,21.0
36052,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-30,-47.0,-13.0,17.0,-62.0,-21.0,12.0
36053,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-31,-49.0,-21.0,-4.0,-67.0,-25.0,11.0
36054,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-01,-49.0,-21.0,-23.0,-69.0,-48.0,19.0
36055,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-02,-48.0,-18.0,-21.0,-68.0,-47.0,19.0
36056,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-03,-48.0,-19.0,-10.0,-68.0,-47.0,20.0
36057,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-04,-46.0,-14.0,5.0,-66.0,-46.0,20.0
36058,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-05,-52.0,-25.0,-37.0,-69.0,-47.0,22.0
36059,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-06,-49.0,-15.0,-12.0,-64.0,-20.0,13.0
36060,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-07,-48.0,-20.0,-3.0,-66.0,-23.0,11.0
36061,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-08,-50.0,-23.0,-26.0,-69.0,-46.0,19.0
36062,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-09,-48.0,-17.0,-19.0,-67.0,-45.0,19.0
36063,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-10,-46.0,-16.0,-24.0,-67.0,-45.0,19.0
36064,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-11,-44.0,-10.0,-17.0,-66.0,-44.0,19.0
36065,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-12,-46.0,-14.0,-29.0,-67.0,-45.0,20.0
36066,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-13,-45.0,-6.0,-19.0,-63.0,-22.0,12.0
36067,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-14,-35.0,0.0,47.0,-61.0,-21.0,9.0
36068,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-15,-67.0,-52.0,19.0,-80.0,-80.0,28.0
36069,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-16,-48.0,-19.0,-40.0,-66.0,-50.0,21.0
36070,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-17,-36.0,-5.0,-22.0,-63.0,-41.0,17.0
36071,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-18,-39.0,-11.0,-25.0,-63.0,-41.0,18.0
36072,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-19,-40.0,-15.0,-22.0,-63.0,-39.0,18.0
36073,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-20,-34.0,-5.0,27.0,-55.0,-13.0,10.0
36074,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-21,-34.0,-11.0,37.0,-58.0,-16.0,8.0
36075,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-22,-43.0,-21.0,-31.0,-65.0,-43.0,18.0
36076,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-23,-37.0,-9.0,-21.0,-63.0,-41.0,16.0
36077,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-24,-36.0,-12.0,-17.0,-63.0,-41.0,17.0
36078,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-25,-34.0,-8.0,-6.0,-62.0,-40.0,17.0
36079,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-26,-33.0,-7.0,-2.0,-60.0,-38.0,16.0
36080,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-27,-32.0,-6.0,17.0,-54.0,-13.0,9.0
36081,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-02-28,-32.0,-12.0,-5.0,-58.0,-15.0,8.0
